dataset,dimension,reference,metric,environment_id,paired_n,reference_mean,sc_mean,reference_minus_sc,improvement_percent
matched_ssfor,2,SC-RRT-fixed-matched,fixed_budget_time_s,evaluation-2d-08,50,1.239456731340033,1.2307012927997858,0.008755438540247296,0.7063932381714844
matched_ssfor,2,SC-RRT-fixed-matched,fixed_budget_time_s,evaluation-2d-09,50,1.231807009401964,1.262808815278113,-0.03100180587614898,-2.516774595332121
matched_ssfor,2,SC-RRT-fixed-matched,first_solution_time_s,evaluation-2d-00,50,0.01902102832042142,0.019040574040263842,-1.9545719842421067e-05,-0.10275848136683717
matched_ssfor,2,SC-RRT-fixed-matched,first_solution_time_s,evaluation-2d-01,50,0.03892558929801448,0.03871695530018765,0.00020863399782682784,0.5359816038481141
matched_ssfor,2,SC-RRT-fixed-matched,first_solution_time_s,evaluation-2d-02,50,0.06023619921819769,0.060389008980127945,-0.0001528097619302518,-0.2536842694485397
matched_ssfor,2,SC-RRT-fixed-matched,first_solution_time_s,evaluation-2d-03,50,0.019164502659114034,0.019096232662559443,6.82699965545916e-05,0.35623150659808295
matched_ssfor,2,SC-RRT-fixed-matched,first_solution_time_s,evaluation-2d-04,50,0.03463368988013822,0.03495723481930322,-0.00032354493916499777,-0.9341913618928164
matched_ssfor,2,SC-RRT-fixed-matched,first_solution_time_s,evaluation-2d-05,50,0.034600917042698666,0.033917277560685716,0.0006836394820129502,1.9757842867844129
matched_ssfor,2,SC-RRT-fixed-matched,first_solution_time_s,evaluation-2d-06,50,0.015673541439464266,0.015966210477636147,-0.0002926690381718812,-1.8672808522710287
matched_ssfor,2,SC-RRT-fixed-matched,first_solution_time_s,evaluation-2d-07,50,0.039859261222300074,0.03972367438138458,0.000135586840915497,0.34016395878316025
matched_ssfor,2,SC-RRT-fixed-matched,first_solution_time_s,evaluation-2d-08,50,0.028955533519620037,0.028858749940991354,9.678357862868275e-05,0.33424899100236916
matched_ssfor,2,SC-RRT-fixed-matched,first_solution_time_s,evaluation-2d-09,50,0.024716480141505556,0.024551539638196066,0.00016494050330949014,0.6673300662763509
matched_ssfor,2,SC-RRT-fixed-matched,first_attempt_capped,evaluation-2d-00,50,270.24,270.24,0.0,0.0
matched_ssfor,2,SC-RRT-fixed-matched,first_attempt_capped,evaluation-2d-01,50,547.58,547.58,0.0,0.0
matched_ssfor,2,SC-RRT-fixed-matched,first_attempt_capped,evaluation-2d-02,50,833.98,833.98,0.0,0.0
matched_ssfor,2,SC-RRT-fixed-matched,first_attempt_capped,evaluation-2d-03,50,262.02,262.02,0.0,0.0
matched_ssfor,2,SC-RRT-fixed-matched,first_attempt_capped,evaluation-2d-04,50,480.5,480.5,0.0,0.0
matched_ssfor,2,SC-RRT-fixed-matched,first_attempt_capped,evaluation-2d-05,50,475.94,475.94,0.0,0.0
matched_ssfor,2,SC-RRT-fixed-matched,first_attempt_capped,evaluation-2d-06,50,222.24,222.24,0.0,0.0
matched_ssfor,2,SC-RRT-fixed-matched,first_attempt_capped,evaluation-2d-07,50,586.78,586.78,0.0,0.0
matched_ssfor,2,SC-RRT-fixed-matched,first_attempt_capped,evaluation-2d-08,50,394.82,394.82,0.0,0.0
matched_ssfor,2,SC-RRT-fixed-matched,first_attempt_capped,evaluation-2d-09,50,361.08,361.08,0.0,0.0
matched_ssfor,2,SC-RRT-fixed-matched,total_nodes,evaluation-2d-00,50,3393.54,3315.5,78.03999999999996,2.2996634782557437
matched_ssfor,2,SC-RRT-fixed-matched,total_nodes,evaluation-2d-01,50,3306.68,3160.68,146.0,4.415304776996867
matched_ssfor,2,SC-RRT-fixed-matched,total_nodes,evaluation-2d-02,50,3119.4,3019.54,99.86000000000013,3.201256651920245
matched_ssfor,2,SC-RRT-fixed-matched,total_nodes,evaluation-2d-03,50,3415.82,3301.08,114.74000000000024,3.3590762979313964
matched_ssfor,2,SC-RRT-fixed-matched,total_nodes,evaluation-2d-04,50,3367.34,3239.6,127.74000000000024,3.793498725997382
matched_ssfor,2,SC-RRT-fixed-matched,total_nodes,evaluation-2d-05,50,3431.96,3316.72,115.24000000000024,3.3578479935663657
matched_ssfor,2,SC-RRT-fixed-matched,total_nodes,evaluation-2d-06,50,3470.4,3391.54,78.86000000000013,2.272360534808671
matched_ssfor,2,SC-RRT-fixed-matched,total_nodes,evaluation-2d-07,50,3215.38,3074.16,141.22000000000025,4.392015873707003
matched_ssfor,2,SC-RRT-fixed-matched,total_nodes,evaluation-2d-08,50,3413.66,3306.64,107.01999999999998,3.135051528271708
matched_ssfor,2,SC-RRT-fixed-matched,total_nodes,evaluation-2d-09,50,3377.72,3298.26,79.45999999999958,2.352474450220847
matched_ssfor,2,SC-RRT-fixed-matched,collision_checks,evaluation-2d-00,50,15781.7,15879.58,-97.8799999999992,-0.6202120177167174
matched_ssfor,2,SC-RRT-fixed-matched,collision_checks,evaluation-2d-01,50,15019.08,14820.04,199.03999999999905,1.3252476183627695
matched_ssfor,2,SC-RRT-fixed-matched,collision_checks,evaluation-2d-02,50,14206.86,14371.26,-164.39999999999964,-1.1571874432492446
matched_ssfor,2,SC-RRT-fixed-matched,collision_checks,evaluation-2d-03,50,15905.32,15846.42,58.899999999999636,0.37031634698327126
matched_ssfor,2,SC-RRT-fixed-matched,collision_checks,evaluation-2d-04,50,15354.16,15178.86,175.29999999999927,1.1417101293721004
matched_ssfor,2,SC-RRT-fixed-matched,collision_checks,evaluation-2d-05,50,15660.26,15624.6,35.659999999999854,0.2277101401892424
