epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
78,1342.42,0.53202,0.00716,0.01544,0.28642,0.80551,0.99495,1,0.995,0.77555,0.99495,1,0.995,0.995,0.95803,0.00063,7e-05,0.32296,1.02318,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754
79,1359.17,0.51961,0.00296,0.00875,0.28452,0.80323,0.99488,1,0.995,0.78654,0.99488,1,0.995,0.995,0.87455,0.00057,5e-05,0.29617,0.98542,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556
80,1376.01,0.50573,0.00675,0.00821,0.27704,0.79858,0.99492,1,0.995,0.80003,0.99492,1,0.995,0.995,0.89895,0.00072,4e-05,0.30303,0.99997,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358
81,1392.78,0.50972,0.00534,0.00979,0.27465,0.8076,1,1,0.995,0.77769,1,1,0.995,0.995,0.90459,0.00068,4e-05,0.31646,1.0148,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
82,1409.61,0.48243,0.00455,0.01267,0.26942,0.79648,1,1,0.995,0.79045,1,1,0.995,0.995,0.9231,0.00063,5e-05,0.32839,1.01196,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962
83,1426.28,0.48654,0.00753,0.00845,0.26557,0.79302,1,1,0.995,0.7679,1,1,0.995,0.995,0.90585,0.0005,5e-05,0.33864,0.99416,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764
84,1443.7,0.48767,0.00533,0.01111,0.26088,0.79482,1,1,0.995,0.78139,1,1,0.995,0.995,0.88193,0.00046,5e-05,0.30947,0.98786,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566
85,1460.46,0.49249,0.00834,0.01741,0.26479,0.79382,1,1,0.995,0.7784,1,1,0.995,0.995,0.89655,0.00047,6e-05,0.3,0.99952,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368
86,1477.19,0.49201,0.00752,0.01881,0.26265,0.80558,1,1,0.995,0.79821,1,1,0.995,0.995,0.86241,0.00049,7e-05,0.29025,0.97716,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317
87,1493.88,0.47626,0.00442,0.009,0.26269,0.79877,1,1,0.995,0.76465,1,1,0.995,0.995,0.90376,0.00056,7e-05,0.30804,1.0032,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972
88,1511.1,0.49038,0.00693,0.00876,0.27624,0.79746,1,1,0.995,0.79564,1,1,0.995,0.995,0.91915,0.00055,7e-05,0.30851,1.00717,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774
