# 性能对比数据汇总 (论文格式)
# 维度: 2D | 总记录数: 3000 | 生成时间: 14-Mar-2026 21:40:05

# 主要性能指标 (均值±标准差)
算法,成功率(%),收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
RRT_Basic,100.0,0.034±0.028,2320.66±122.18,0.034±0.028,269±171,0.470±0.037
RRT_Connect_Basic,100.0,0.009±0.004,2144.11±97.62,0.009±0.004,69±10,0.503±0.065
RRT_Star_Basic,100.0,0.115±0.102,1971.72±18.90,9.995±2.520,3850±104,0.288±0.083
Informed_RRT_Star_Basic,100.0,0.081±0.037,2315.86±104.12,0.306±0.081,3804±110,0.414±0.024
SC_RRT_Basic,100.0,0.020±0.013,2003.42±60.97,0.020±0.013,206±32,0.156±0.128
Dynamic_RRT_Basic,100.0,0.038±0.031,2281.84±125.50,0.038±0.031,293±157,0.462±0.035

# 详细运行数据
算法,运行序号,成功,收敛时间(s),路径代价,计算时间(s),树节点数,平滑度
SC_RRT_Basic,1481,1,0.011,1955.85,0.011,191,0.252
Dynamic_RRT_Basic,1482,1,0.019,2214.66,0.019,192,0.482
RRT_Basic,1483,1,0.034,2297.36,0.034,304,0.468
RRT_Connect_Basic,1484,1,0.006,2033.07,0.006,62,0.418
RRT_Star_Basic,1485,1,0.064,1939.02,8.026,3954,0.315
Informed_RRT_Star_Basic,1486,1,0.078,2350.66,0.272,3849,0.424
SC_RRT_Basic,1487,1,0.016,1937.25,0.016,187,0.015
Dynamic_RRT_Basic,1488,1,0.022,2159.13,0.023,242,0.474
RRT_Basic,1489,1,0.023,2356.72,0.023,205,0.460
RRT_Connect_Basic,1490,1,0.009,2245.26,0.009,74,0.542
RRT_Star_Basic,1491,1,0.068,1941.15,9.302,3935,0.327
Informed_RRT_Star_Basic,1492,1,0.110,2523.04,0.259,3756,0.426
SC_RRT_Basic,1493,1,0.013,2031.78,0.013,224,0.036
Dynamic_RRT_Basic,1494,1,0.016,2214.66,0.016,167,0.482
RRT_Basic,1495,1,0.043,2336.42,0.043,372,0.524
RRT_Connect_Basic,1496,1,0.013,2208.08,0.013,107,0.555
RRT_Star_Basic,1497,1,0.094,1979.39,9.136,3881,0.150
Informed_RRT_Star_Basic,1498,1,0.066,2335.19,0.286,3823,0.398
SC_RRT_Basic,1499,1,0.029,2001.90,0.029,200,0.021
Dynamic_RRT_Basic,1500,1,0.062,2298.15,0.062,510,0.438
RRT_Basic,1501,1,0.040,2383.91,0.040,352,0.519
RRT_Connect_Basic,1502,1,0.008,2073.17,0.008,60,0.432
RRT_Star_Basic,1503,1,0.136,1992.61,8.678,3846,0.240
Informed_RRT_Star_Basic,1504,1,0.066,2459.39,0.270,3836,0.403
SC_RRT_Basic,1505,1,0.010,1992.11,0.010,167,0.028
Dynamic_RRT_Basic,1506,1,0.036,2367.39,0.036,334,0.504
RRT_Basic,1507,1,0.019,2501.72,0.019,176,0.461
RRT_Connect_Basic,1508,1,0.009,2168.57,0.009,74,0.534
RRT_Star_Basic,1509,1,0.025,1955.89,8.540,3884,0.313
Informed_RRT_Star_Basic,1510,1,0.050,2161.36,0.312,3975,0.388
SC_RRT_Basic,1511,1,0.012,1948.47,0.012,186,0.254
Dynamic_RRT_Basic,1512,1,0.019,2264.16,0.019,200,0.501
RRT_Basic,1513,1,0.037,2549.65,0.038,290,0.495
RRT_Connect_Basic,1514,1,0.006,2032.05,0.006,55,0.430
RRT_Star_Basic,1515,1,0.078,1962.82,7.488,3778,0.352
Informed_RRT_Star_Basic,1516,1,0.063,2532.04,0.254,3694,0.412
SC_RRT_Basic,1517,1,0.010,1942.58,0.010,189,0.031
Dynamic_RRT_Basic,1518,1,0.042,2367.39,0.042,348,0.514
RRT_Basic,1519,1,0.021,2380.48,0.021,187,0.467
RRT_Connect_Basic,1520,1,0.009,2125.58,0.009,71,0.464
RRT_Star_Basic,1521,1,0.061,1968.29,10.597,3924,0.308
Informed_RRT_Star_Basic,1522,1,0.086,2196.06,0.280,3978,0.378
SC_RRT_Basic,1523,1,0.016,2051.32,0.016,259,0.231
Dynamic_RRT_Basic,1524,1,0.280,2324.62,0.280,1284,0.398
RRT_Basic,1525,1,0.048,2500.82,0.048,289,0.460
RRT_Connect_Basic,1526,1,0.010,2279.77,0.010,83,0.580
RRT_Star_Basic,1527,1,0.358,2011.26,7.743,3563,0.343
Informed_RRT_Star_Basic,1528,1,0.121,2491.10,0.248,3595,0.423
SC_RRT_Basic,1529,1,0.012,2031.73,0.012,217,0.323
Dynamic_RRT_Basic,1530,1,0.019,2176.47,0.019,162,0.466
RRT_Basic,1531,1,0.053,2325.65,0.053,521,0.531
RRT_Connect_Basic,1532,1,0.007,2056.62,0.007,66,0.498
RRT_Star_Basic,1533,1,0.079,1960.02,8.836,3934,0.121
Informed_RRT_Star_Basic,1534,1,0.046,2294.36,0.284,3854,0.395
SC_RRT_Basic,1535,1,0.011,2081.91,0.011,196,0.400
Dynamic_RRT_Basic,1536,1,0.046,2367.39,0.046,410,0.450
RRT_Basic,1537,1,0.013,2211.33,0.013,131,0.465
RRT_Connect_Basic,1538,1,0.007,2159.76,0.007,66,0.528
RRT_Star_Basic,1539,1,0.068,1959.96,9.158,3887,0.310
Informed_RRT_Star_Basic,1540,1,0.225,2470.13,0.254,3530,0.444
SC_RRT_Basic,1541,1,0.009,1933.02,0.009,188,0.153
Dynamic_RRT_Basic,1542,1,0.015,2235.28,0.015,148,0.503
RRT_Basic,1543,1,0.030,2296.91,0.030,255,0.442
RRT_Connect_Basic,1544,1,0.008,2079.17,0.008,69,0.453
RRT_Star_Basic,1545,1,0.135,1953.76,9.999,3813,0.326
Informed_RRT_Star_Basic,1546,1,0.066,2274.42,0.253,3728,0.408
SC_RRT_Basic,1547,1,0.012,1998.09,0.012,226,0.355
Dynamic_RRT_Basic,1548,1,0.012,2100.11,0.012,142,0.419
RRT_Basic,1549,1,0.018,2266.90,0.018,162,0.499
RRT_Connect_Basic,1550,1,0.007,2086.00,0.007,59,0.487
RRT_Star_Basic,1551,1,0.145,1956.22,9.220,3832,0.215
Informed_RRT_Star_Basic,1552,1,0.061,2267.45,0.271,3832,0.359
SC_RRT_Basic,1553,1,0.012,2011.37,0.012,213,0.266
Dynamic_RRT_Basic,1554,1,0.015,2176.47,0.016,170,0.467
RRT_Basic,1555,1,0.039,2399.84,0.039,361,0.532
RRT_Connect_Basic,1556,1,0.007,2235.10,0.007,68,0.567
RRT_Star_Basic,1557,1,0.125,1970.21,6.876,3792,0.198
Informed_RRT_Star_Basic,1558,1,0.065,2287.58,0.260,3855,0.426
SC_RRT_Basic,1559,1,0.015,1983.32,0.015,219,0.263
Dynamic_RRT_Basic,1560,1,0.026,2214.66,0.026,251,0.500
RRT_Basic,1561,1,0.023,2263.62,0.024,227,0.427
RRT_Connect_Basic,1562,1,0.009,2015.07,0.009,66,0.415
RRT_Star_Basic,1563,1,0.056,1953.79,9.748,3865,0.091
Informed_RRT_Star_Basic,1564,1,0.042,2197.96,0.256,3858,0.435
SC_RRT_Basic,1565,1,0.014,2008.40,0.014,227,0.170
Dynamic_RRT_Basic,1566,1,0.027,2287.54,0.027,236,0.491
RRT_Basic,1567,1,0.020,2337.20,0.020,147,0.524
RRT_Connect_Basic,1568,1,0.008,2156.35,0.008,72,0.473
RRT_Star_Basic,1569,1,0.034,1951.24,7.999,3963,0.315
Informed_RRT_Star_Basic,1570,1,0.055,2336.19,0.264,3842,0.390
SC_RRT_Basic,1571,1,0.010,1965.09,0.010,173,0.257
Dynamic_RRT_Basic,1572,1,0.015,2176.47,0.016,172,0.491
RRT_Basic,1573,1,0.015,2213.57,0.015,147,0.414
RRT_Connect_Basic,1574,1,0.006,2073.83,0.006,64,0.461
RRT_Star_Basic,1575,1,0.062,1975.41,9.284,3754,0.339
Informed_RRT_Star_Basic,1576,1,0.052,2203.61,0.260,3850,0.415
SC_RRT_Basic,1577,1,0.011,1941.92,0.011,182,0.043
Dynamic_RRT_Basic,1578,1,0.024,2367.39,0.024,211,0.487
RRT_Basic,1579,1,0.031,2424.19,0.031,326,0.480
RRT_Connect_Basic,1580,1,0.008,2252.65,0.008,75,0.570
RRT_Star_Basic,1581,1,0.123,1978.59,8.891,3748,0.333
Informed_RRT_Star_Basic,1582,1,0.124,2307.41,0.257,3572,0.403
SC_RRT_Basic,1583,1,0.012,2050.63,0.012,199,0.043
Dynamic_RRT_Basic,1584,1,0.023,2252.84,0.023,222,0.421
RRT_Basic,1585,1,0.029,2279.62,0.029,247,0.498
RRT_Connect_Basic,1586,1,0.009,2179.94,0.009,75,0.525
RRT_Star_Basic,1587,1,0.056,1973.16,7.346,3875,0.210
Informed_RRT_Star_Basic,1588,1,0.107,2278.59,0.271,3723,0.417
SC_RRT_Basic,1589,1,0.010,2025.98,0.010,178,0.291
Dynamic_RRT_Basic,1590,1,0.015,2049.48,0.015,168,0.436
RRT_Basic,1591,1,0.020,2179.85,0.020,175,0.432
RRT_Connect_Basic,1592,1,0.008,2086.65,0.008,75,0.519
RRT_Star_Basic,1593,1,0.235,1958.69,8.403,3798,0.443
Informed_RRT_Star_Basic,1594,1,0.071,2258.50,0.247,3824,0.399
SC_RRT_Basic,1595,1,0.012,1938.56,0.012,204,0.029
Dynamic_RRT_Basic,1596,1,0.018,2176.47,0.018,204,0.471
RRT_Basic,1597,1,0.015,2231.19,0.015,149,0.468
RRT_Connect_Basic,1598,1,0.007,2040.44,0.007,69,0.513
RRT_Star_Basic,1599,1,0.088,1961.12,7.785,3876,0.172
Informed_RRT_Star_Basic,1600,1,0.090,2302.61,0.251,3790,0.446
SC_RRT_Basic,1601,1,0.010,1965.18,0.010,172,0.169
Dynamic_RRT_Basic,1602,1,0.016,2252.84,0.017,184,0.457
RRT_Basic,1603,1,0.037,2308.55,0.037,354,0.452
RRT_Connect_Basic,1604,1,0.008,2232.66,0.008,70,0.501
RRT_Star_Basic,1605,1,0.046,1986.19,9.008,3872,0.389
Informed_RRT_Star_Basic,1606,1,0.074,2183.86,0.241,3772,0.393
SC_RRT_Basic,1607,1,0.011,1994.52,0.011,192,0.234
Dynamic_RRT_Basic,1608,1,0.045,2230.16,0.046,396,0.505
RRT_Basic,1609,1,0.047,2358.93,0.047,384,0.443
RRT_Connect_Basic,1610,1,0.008,2319.20,0.008,73,0.634
RRT_Star_Basic,1611,1,0.086,1990.08,8.460,3872,0.333
Informed_RRT_Star_Basic,1612,1,0.101,2179.10,0.262,3812,0.397
SC_RRT_Basic,1613,1,0.009,1923.40,0.009,186,0.008
Dynamic_RRT_Basic,1614,1,0.021,2176.47,0.021,214,0.444
RRT_Basic,1615,1,0.027,2359.80,0.028,274,0.461
RRT_Connect_Basic,1616,1,0.008,2149.79,0.008,71,0.529
RRT_Star_Basic,1617,1,0.057,1966.06,9.896,3976,0.332
Informed_RRT_Star_Basic,1618,1,0.046,2286.05,0.261,3968,0.432
SC_RRT_Basic,1619,1,0.010,1959.34,0.010,172,0.179
Dynamic_RRT_Basic,1620,1,0.015,2291.03,0.016,185,0.464
RRT_Basic,1621,1,0.028,2234.36,0.028,234,0.474
RRT_Connect_Basic,1622,1,0.008,2154.76,0.008,72,0.533
RRT_Star_Basic,1623,1,0.155,1985.10,8.680,3755,0.164
Informed_RRT_Star_Basic,1624,1,0.058,2246.45,0.255,3758,0.456
SC_RRT_Basic,1625,1,0.012,1981.89,0.012,221,0.032
Dynamic_RRT_Basic,1626,1,0.045,2291.03,0.045,388,0.437
RRT_Basic,1627,1,0.060,2358.96,0.060,536,0.559
RRT_Connect_Basic,1628,1,0.009,2117.99,0.009,78,0.538
RRT_Star_Basic,1629,1,0.435,1960.16,6.418,3650,0.121
Informed_RRT_Star_Basic,1630,1,0.047,2423.16,0.245,3697,0.383
SC_RRT_Basic,1631,1,0.010,2058.59,0.010,207,0.502
Dynamic_RRT_Basic,1632,1,0.034,2212.10,0.034,329,0.503
RRT_Basic,1633,1,0.020,2137.18,0.020,175,0.400
RRT_Connect_Basic,1634,1,0.008,2166.23,0.008,73,0.534
RRT_Star_Basic,1635,1,0.036,1970.71,8.559,3995,0.324
Informed_RRT_Star_Basic,1636,1,0.034,2281.30,0.255,3764,0.416
SC_RRT_Basic,1637,1,0.014,1977.55,0.014,277,0.040
Dynamic_RRT_Basic,1638,1,0.016,2252.84,0.016,188,0.415
RRT_Basic,1639,1,0.027,2252.78,0.027,259,0.500
RRT_Connect_Basic,1640,1,0.006,2081.35,0.006,61,0.497
RRT_Star_Basic,1641,1,0.199,1969.74,7.840,3771,0.319
Informed_RRT_Star_Basic,1642,1,0.070,2237.53,0.249,3885,0.371
SC_RRT_Basic,1643,1,0.009,2017.42,0.009,173,0.277
Dynamic_RRT_Basic,1644,1,0.021,2291.03,0.022,198,0.416
RRT_Basic,1645,1,0.016,2254.46,0.016,161,0.443
RRT_Connect_Basic,1646,1,0.009,2064.59,0.009,86,0.436
RRT_Star_Basic,1647,1,0.068,1969.38,9.381,4007,0.341
Informed_RRT_Star_Basic,1648,1,0.039,2336.00,0.249,3805,0.391
SC_RRT_Basic,1649,1,0.009,2031.90,0.009,183,0.041
Dynamic_RRT_Basic,1650,1,0.027,2291.03,0.027,244,0.471
RRT_Basic,1651,1,0.035,2198.07,0.035,303,0.462
RRT_Connect_Basic,1652,1,0.010,2094.98,0.010,82,0.469
RRT_Star_Basic,1653,1,0.069,1972.02,7.907,3821,0.146
Informed_RRT_Star_Basic,1654,1,0.070,2637.12,0.242,3656,0.395
SC_RRT_Basic,1655,1,0.011,1957.93,0.011,210,0.016
Dynamic_RRT_Basic,1656,1,0.032,2229.44,0.032,284,0.403
RRT_Basic,1657,1,0.023,2308.61,0.023,212,0.465
RRT_Connect_Basic,1658,1,0.006,2037.62,0.006,59,0.464
RRT_Star_Basic,1659,1,0.064,1971.77,8.013,3829,0.364
Informed_RRT_Star_Basic,1660,1,0.055,2309.36,0.262,3888,0.420
SC_RRT_Basic,1661,1,0.014,2077.28,0.014,237,0.414
Dynamic_RRT_Basic,1662,1,0.030,2481.94,0.030,281,0.461
RRT_Basic,1663,1,0.027,2403.69,0.027,280,0.486
RRT_Connect_Basic,1664,1,0.008,2268.72,0.008,74,0.484
RRT_Star_Basic,1665,1,0.049,1966.08,8.787,3893,0.324
Informed_RRT_Star_Basic,1666,1,0.048,2428.14,0.236,3642,0.413
SC_RRT_Basic,1667,1,0.011,1996.09,0.011,196,0.022
Dynamic_RRT_Basic,1668,1,0.031,2329.21,0.031,292,0.506
RRT_Basic,1669,1,0.027,2252.69,0.027,264,0.536
RRT_Connect_Basic,1670,1,0.007,2202.56,0.007,66,0.579
RRT_Star_Basic,1671,1,0.241,1984.78,8.301,3661,0.347
Informed_RRT_Star_Basic,1672,1,0.051,2190.63,0.251,3806,0.436
SC_RRT_Basic,1673,1,0.013,2135.48,0.013,237,0.481
Dynamic_RRT_Basic,1674,1,0.032,2481.94,0.032,323,0.476
RRT_Basic,1675,1,0.033,2320.25,0.033,315,0.492
RRT_Connect_Basic,1676,1,0.008,2121.88,0.008,73,0.494
RRT_Star_Basic,1677,1,0.053,1972.24,8.421,3878,0.321
Informed_RRT_Star_Basic,1678,1,0.077,2299.06,0.243,3797,0.409
SC_RRT_Basic,1679,1,0.015,2047.13,0.015,265,0.042
Dynamic_RRT_Basic,1680,1,0.025,2225.19,0.025,256,0.483
RRT_Basic,1681,1,0.021,2318.49,0.021,187,0.520
RRT_Connect_Basic,1682,1,0.006,2070.40,0.006,60,0.516
RRT_Star_Basic,1683,1,0.081,1964.02,6.784,3897,0.325
Informed_RRT_Star_Basic,1684,1,0.058,2236.94,0.248,3815,0.418
SC_RRT_Basic,1685,1,0.009,1951.51,0.009,176,0.028
Dynamic_RRT_Basic,1686,1,0.022,2460.47,0.023,241,0.496
RRT_Basic,1687,1,0.022,2184.34,0.022,175,0.475
RRT_Connect_Basic,1688,1,0.007,2089.89,0.007,66,0.412
RRT_Star_Basic,1689,1,0.042,1974.29,8.779,3925,0.331
Informed_RRT_Star_Basic,1690,1,0.060,2303.09,0.261,3916,0.406
SC_RRT_Basic,1691,1,0.010,1962.20,0.010,195,0.213
Dynamic_RRT_Basic,1692,1,0.011,2138.29,0.011,137,0.442
RRT_Basic,1693,1,0.026,2415.52,0.026,229,0.481
RRT_Connect_Basic,1694,1,0.007,2124.40,0.007,62,0.481
RRT_Star_Basic,1695,1,0.039,1978.99,8.782,3960,0.343
Informed_RRT_Star_Basic,1696,1,0.041,2276.37,0.253,3885,0.399
SC_RRT_Basic,1697,1,0.011,2047.23,0.011,221,0.255
Dynamic_RRT_Basic,1698,1,0.012,2252.84,0.012,151,0.440
RRT_Basic,1699,1,0.028,2519.04,0.028,241,0.447
RRT_Connect_Basic,1700,1,0.012,2481.99,0.012,96,0.564
RRT_Star_Basic,1701,1,0.196,1988.85,8.444,3714,0.354
Informed_RRT_Star_Basic,1702,1,0.046,2463.98,0.267,3810,0.409
SC_RRT_Basic,1703,1,0.012,2002.71,0.012,178,0.200
Dynamic_RRT_Basic,1704,1,0.014,2152.63,0.014,173,0.499
RRT_Basic,1705,1,0.028,2313.33,0.028,276,0.474
RRT_Connect_Basic,1706,1,0.006,2039.56,0.006,58,0.483
RRT_Star_Basic,1707,1,0.096,1963.84,7.064,3825,0.220
Informed_RRT_Star_Basic,1708,1,0.062,2308.17,0.249,3767,0.346
SC_RRT_Basic,1709,1,0.008,1948.99,0.008,169,0.029
Dynamic_RRT_Basic,1710,1,0.080,2329.21,0.080,614,0.455
RRT_Basic,1711,1,0.028,2437.71,0.028,274,0.489
RRT_Connect_Basic,1712,1,0.007,2261.05,0.007,72,0.584
RRT_Star_Basic,1713,1,0.071,1990.07,8.409,3800,0.352
Informed_RRT_Star_Basic,1714,1,0.051,2275.44,0.253,3738,0.410
SC_RRT_Basic,1715,1,0.012,1990.26,0.012,210,0.232
Dynamic_RRT_Basic,1716,1,0.026,2214.66,0.026,166,0.445
RRT_Basic,1717,1,0.044,2337.71,0.044,382,0.414
RRT_Connect_Basic,1718,1,0.008,2068.98,0.008,67,0.668
RRT_Star_Basic,1719,1,0.089,1965.31,7.957,3856,0.347
Informed_RRT_Star_Basic,1720,1,0.120,2481.64,0.243,3670,0.413
SC_RRT_Basic,1721,1,0.011,1936.87,0.011,197,0.089
Dynamic_RRT_Basic,1722,1,0.020,2339.49,0.020,202,0.529
RRT_Basic,1723,1,0.020,2306.97,0.020,176,0.466
RRT_Connect_Basic,1724,1,0.007,2175.47,0.007,74,0.653
RRT_Star_Basic,1725,1,0.050,1954.92,6.964,4025,0.319
Informed_RRT_Star_Basic,1726,1,0.059,2311.39,0.253,3823,0.429
SC_RRT_Basic,1727,1,0.012,2095.37,0.012,198,0.403
Dynamic_RRT_Basic,1728,1,0.016,2252.84,0.017,162,0.423
RRT_Basic,1729,1,0.030,2252.58,0.030,225,0.486
RRT_Connect_Basic,1730,1,0.007,2125.02,0.007,63,0.495
RRT_Star_Basic,1731,1,0.194,1997.40,8.525,3726,0.320
Informed_RRT_Star_Basic,1732,1,0.055,2268.14,0.252,3815,0.375
SC_RRT_Basic,1733,1,0.016,1977.49,0.016,221,0.248
Dynamic_RRT_Basic,1734,1,0.019,2329.21,0.019,191,0.481
RRT_Basic,1735,1,0.017,2206.48,0.017,156,0.522
RRT_Connect_Basic,1736,1,0.007,2085.21,0.007,59,0.470
RRT_Star_Basic,1737,1,0.034,1945.65,8.202,3853,0.298
Informed_RRT_Star_Basic,1738,1,0.130,2535.94,0.265,3788,0.409
SC_RRT_Basic,1739,1,0.008,1936.37,0.008,151,0.159
Dynamic_RRT_Basic,1740,1,0.025,2176.47,0.026,246,0.499
RRT_Basic,1741,1,0.020,2284.40,0.021,191,0.511
RRT_Connect_Basic,1742,1,0.008,2318.93,0.008,79,0.616
RRT_Star_Basic,1743,1,0.035,1943.91,8.393,3874,0.120
Informed_RRT_Star_Basic,1744,1,0.036,2275.73,0.252,3872,0.418
SC_RRT_Basic,1745,1,0.012,2001.25,0.012,234,0.050
Dynamic_RRT_Basic,1746,1,0.135,2242.39,0.135,979,0.471
RRT_Basic,1747,1,0.045,2214.51,0.045,413,0.468
RRT_Connect_Basic,1748,1,0.007,2088.35,0.007,65,0.485
RRT_Star_Basic,1749,1,0.063,1959.22,9.732,3825,0.324
Informed_RRT_Star_Basic,1750,1,0.067,2324.14,0.261,3810,0.390
SC_RRT_Basic,1751,1,0.010,2034.63,0.010,184,0.161
Dynamic_RRT_Basic,1752,1,0.016,2252.84,0.016,172,0.448
RRT_Basic,1753,1,0.026,2236.49,0.026,221,0.440
RRT_Connect_Basic,1754,1,0.008,2200.36,0.008,74,0.480
RRT_Star_Basic,1755,1,0.041,1983.92,9.050,3880,0.367
Informed_RRT_Star_Basic,1756,1,0.062,2334.30,0.248,3749,0.441
SC_RRT_Basic,1757,1,0.010,1938.21,0.010,189,0.019
Dynamic_RRT_Basic,1758,1,0.034,2451.24,0.034,326,0.497
RRT_Basic,1759,1,0.017,2176.91,0.017,171,0.387
RRT_Connect_Basic,1760,1,0.010,2165.45,0.010,78,0.559
RRT_Star_Basic,1761,1,0.042,1978.21,7.755,3901,0.363
Informed_RRT_Star_Basic,1762,1,0.054,2344.86,0.246,3818,0.408
SC_RRT_Basic,1763,1,0.014,1952.32,0.014,235,0.151
Dynamic_RRT_Basic,1764,1,0.019,2420.15,0.019,191,0.509
RRT_Basic,1765,1,0.042,2317.13,0.042,383,0.439
RRT_Connect_Basic,1766,1,0.005,2066.12,0.005,58,0.499
RRT_Star_Basic,1767,1,0.050,1951.12,7.929,3897,0.147
Informed_RRT_Star_Basic,1768,1,0.040,2171.48,0.258,3932,0.416
SC_RRT_Basic,1769,1,0.011,2054.74,0.011,220,0.029
Dynamic_RRT_Basic,1770,1,0.015,2138.29,0.015,185,0.431
RRT_Basic,1771,1,0.021,2502.84,0.021,201,0.464
RRT_Connect_Basic,1772,1,0.007,2129.10,0.007,65,0.514
RRT_Star_Basic,1773,1,0.181,1963.14,7.036,3835,0.327
Informed_RRT_Star_Basic,1774,1,0.054,2254.27,0.261,3946,0.426
SC_RRT_Basic,1775,1,0.013,1959.94,0.013,211,0.209
Dynamic_RRT_Basic,1776,1,0.103,2244.66,0.104,728,0.511
RRT_Basic,1777,1,0.025,2313.80,0.025,231,0.482
RRT_Connect_Basic,1778,1,0.006,2005.36,0.006,58,0.398
RRT_Star_Basic,1779,1,0.076,1949.74,9.675,3924,0.313
Informed_RRT_Star_Basic,1780,1,0.082,2301.28,0.245,3633,0.421
SC_RRT_Basic,1781,1,0.009,1940.66,0.009,174,0.135
Dynamic_RRT_Basic,1782,1,0.018,2214.66,0.018,188,0.447
RRT_Basic,1783,1,0.016,2359.04,0.016,148,0.538
RRT_Connect_Basic,1784,1,0.007,2078.75,0.007,62,0.420
RRT_Star_Basic,1785,1,0.138,1936.00,7.131,3798,0.100
Informed_RRT_Star_Basic,1786,1,0.041,2129.95,0.255,3866,0.408
SC_RRT_Basic,1787,1,0.014,1976.62,0.014,223,0.185
Dynamic_RRT_Basic,1788,1,0.035,2291.03,0.035,349,0.487
RRT_Basic,1789,1,0.033,2187.84,0.033,303,0.456
RRT_Connect_Basic,1790,1,0.006,2068.24,0.006,67,0.496
RRT_Star_Basic,1791,1,0.073,1968.26,8.311,3889,0.309
Informed_RRT_Star_Basic,1792,1,0.072,2377.23,0.261,3818,0.374
SC_RRT_Basic,1793,1,0.016,1959.66,0.016,271,0.026
Dynamic_RRT_Basic,1794,1,0.032,2367.39,0.032,320,0.492
RRT_Basic,1795,1,0.025,2224.06,0.025,263,0.507
RRT_Connect_Basic,1796,1,0.006,1987.98,0.006,57,0.384
RRT_Star_Basic,1797,1,0.034,1972.75,9.661,4038,0.243
Informed_RRT_Star_Basic,1798,1,0.077,2323.59,0.246,3831,0.424
SC_RRT_Basic,1799,1,0.009,1911.20,0.009,169,0.041
Dynamic_RRT_Basic,1800,1,0.020,2138.29,0.021,200,0.461
RRT_Basic,1801,1,0.052,2478.27,0.052,494,0.467
RRT_Connect_Basic,1802,1,0.007,2160.12,0.007,69,0.627
RRT_Star_Basic,1803,1,0.173,1970.87,8.699,3806,0.170
Informed_RRT_Star_Basic,1804,1,0.041,2319.95,0.252,3837,0.440
SC_RRT_Basic,1805,1,0.010,1953.58,0.011,168,0.025
Dynamic_RRT_Basic,1806,1,0.015,2214.66,0.016,170,0.458
RRT_Basic,1807,1,0.012,2165.89,0.012,119,0.466
RRT_Connect_Basic,1808,1,0.009,2133.88,0.009,72,0.477
RRT_Star_Basic,1809,1,0.093,1974.64,9.706,3839,0.324
Informed_RRT_Star_Basic,1810,1,0.059,2309.01,0.247,3794,0.404
SC_RRT_Basic,1811,1,0.011,2004.29,0.011,191,0.317
Dynamic_RRT_Basic,1812,1,0.154,2596.50,0.155,1019,0.455
RRT_Basic,1813,1,0.043,2485.31,0.043,425,0.499
RRT_Connect_Basic,1814,1,0.008,2225.76,0.008,75,0.489
RRT_Star_Basic,1815,1,0.084,1983.42,8.051,3736,0.389
Informed_RRT_Star_Basic,1816,1,0.055,2192.94,0.243,3681,0.420
SC_RRT_Basic,1817,1,0.010,1972.00,0.010,200,0.181
Dynamic_RRT_Basic,1818,1,0.049,2443.76,0.049,398,0.401
RRT_Basic,1819,1,0.027,2169.18,0.027,272,0.439
RRT_Connect_Basic,1820,1,0.006,2100.45,0.006,62,0.520
RRT_Star_Basic,1821,1,0.116,1953.23,7.837,3915,0.359
Informed_RRT_Star_Basic,1822,1,0.076,2319.21,0.258,3944,0.396
SC_RRT_Basic,1823,1,0.014,2032.40,0.014,230,0.425
Dynamic_RRT_Basic,1824,1,0.014,2234.55,0.015,156,0.469
RRT_Basic,1825,1,0.014,2202.87,0.014,146,0.439
RRT_Connect_Basic,1826,1,0.008,2116.56,0.008,71,0.496
RRT_Star_Basic,1827,1,0.069,1985.94,8.601,3825,0.325
Informed_RRT_Star_Basic,1828,1,0.071,2407.54,0.241,3743,0.428
SC_RRT_Basic,1829,1,0.009,1964.82,0.009,179,0.032
Dynamic_RRT_Basic,1830,1,0.025,2305.22,0.026,258,0.494
RRT_Basic,1831,1,0.018,2378.18,0.018,154,0.515
RRT_Connect_Basic,1832,1,0.007,2135.74,0.007,68,0.532
RRT_Star_Basic,1833,1,0.082,1952.81,8.126,3819,0.330
Informed_RRT_Star_Basic,1834,1,0.052,2337.13,0.250,3852,0.414
SC_RRT_Basic,1835,1,0.008,1945.00,0.008,169,0.120
Dynamic_RRT_Basic,1836,1,0.020,2176.47,0.020,197,0.484
RRT_Basic,1837,1,0.012,2171.49,0.012,99,0.446
RRT_Connect_Basic,1838,1,0.007,2136.56,0.007,66,0.520
RRT_Star_Basic,1839,1,0.066,1956.44,8.209,3853,0.125
Informed_RRT_Star_Basic,1840,1,0.053,2235.23,0.252,3862,0.374
SC_RRT_Basic,1841,1,0.013,2045.08,0.013,227,0.051
Dynamic_RRT_Basic,1842,1,0.028,2420.50,0.028,280,0.451
RRT_Basic,1843,1,0.025,2273.68,0.025,216,0.496
RRT_Connect_Basic,1844,1,0.008,2170.28,0.008,71,0.504
RRT_Star_Basic,1845,1,0.033,1970.14,9.156,3950,0.142
Informed_RRT_Star_Basic,1846,1,0.059,2367.64,0.259,3775,0.433
SC_RRT_Basic,1847,1,0.010,2003.68,0.010,172,0.156
Dynamic_RRT_Basic,1848,1,0.014,2138.29,0.015,153,0.481
RRT_Basic,1849,1,0.022,2167.57,0.022,194,0.447
RRT_Connect_Basic,1850,1,0.012,2326.08,0.012,106,0.521
RRT_Star_Basic,1851,1,0.132,2000.01,8.347,3743,0.263
Informed_RRT_Star_Basic,1852,1,0.076,2354.64,0.243,3655,0.448
SC_RRT_Basic,1853,1,0.009,1962.71,0.009,181,0.020
