environment_id,family,dimension,map_index,seed_index,seed,algorithm,checkpoint,best_cost_mm
calibration-2d-01,central_cluster,2,1,0,20010000,Dynamic-RRT,1000,2502.3319739197545
calibration-2d-01,central_cluster,2,1,0,20010000,Dynamic-RRT,2000,2502.3319739197545
calibration-2d-01,central_cluster,2,1,0,20010000,Dynamic-RRT,3000,2502.3319739197545
calibration-2d-01,central_cluster,2,1,0,20010000,Dynamic-RRT,4000,2502.3319739197545
calibration-2d-01,central_cluster,2,1,0,20010000,Dynamic-RRT,5000,2502.3319739197545
calibration-2d-01,central_cluster,2,1,1,20010001,RRT,100,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT,250,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT,500,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT,1000,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT,2000,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT,3000,2906.040036157527
calibration-2d-01,central_cluster,2,1,1,20010001,RRT,4000,2906.040036157527
calibration-2d-01,central_cluster,2,1,1,20010001,RRT,5000,2906.040036157527
calibration-2d-01,central_cluster,2,1,1,20010001,RRT-Connect,100,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT-Connect,250,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT-Connect,500,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT-Connect,1000,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT-Connect,2000,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT-Connect,3000,2664.475725944443
calibration-2d-01,central_cluster,2,1,1,20010001,RRT-Connect,4000,2651.2323227063357
calibration-2d-01,central_cluster,2,1,1,20010001,RRT-Connect,5000,2651.2323227063357
calibration-2d-01,central_cluster,2,1,1,20010001,RRT*,100,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT*,250,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT*,500,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT*,1000,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT*,2000,nan
calibration-2d-01,central_cluster,2,1,1,20010001,RRT*,3000,2066.102204711432
calibration-2d-01,central_cluster,2,1,1,20010001,RRT*,4000,2047.823159199015
calibration-2d-01,central_cluster,2,1,1,20010001,RRT*,5000,2043.3445144410414
calibration-2d-01,central_cluster,2,1,1,20010001,Informed-RRT*,100,nan
calibration-2d-01,central_cluster,2,1,1,20010001,Informed-RRT*,250,nan
calibration-2d-01,central_cluster,2,1,1,20010001,Informed-RRT*,500,nan
calibration-2d-01,central_cluster,2,1,1,20010001,Informed-RRT*,1000,nan
calibration-2d-01,central_cluster,2,1,1,20010001,Informed-RRT*,2000,nan
calibration-2d-01,central_cluster,2,1,1,20010001,Informed-RRT*,3000,2062.3559706305055
calibration-2d-01,central_cluster,2,1,1,20010001,Informed-RRT*,4000,2061.236269842125
calibration-2d-01,central_cluster,2,1,1,20010001,Informed-RRT*,5000,2037.6479541588724
calibration-2d-01,central_cluster,2,1,1,20010001,Dynamic-RRT,100,nan
calibration-2d-01,central_cluster,2,1,1,20010001,Dynamic-RRT,250,nan
calibration-2d-01,central_cluster,2,1,1,20010001,Dynamic-RRT,500,nan
